v1-2024-04-11-0,,v1-empty,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=1,num_history=1,history_floats=0,history_ints=0,history_strings=0,history_tables=0,history_images=0,history_images_dim=16,time_load,0.30444788932800293
v1-2024-04-11-0,,v1-scalars,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=10,num_history=100,history_floats=100,history_ints=0,history_strings=0,history_tables=0,history_images=0,history_images_dim=16,time_load,2.141655921936035
v1-2024-04-11-0,,v1-tables,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=1,num_history=10,history_floats=0,history_ints=0,history_strings=0,history_tables=20,history_images=0,history_images_dim=16,time_load,0.2519240379333496
v1-2024-04-11-0,,v1-images,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=10,num_history=50,history_floats=0,history_ints=0,history_strings=0,history_tables=0,history_images=10,history_images_dim=16,time_load,2.4234869480133057
v1-2024-04-11-0,,v1-empty,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=1,num_history=1,history_floats=0,history_ints=0,history_strings=0,history_tables=0,history_images=0,history_images_dim=16,time_load,0.3249950408935547
v1-2024-04-11-0,,v1-scalars,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=10,num_history=100,history_floats=100,history_ints=0,history_strings=0,history_tables=0,history_images=0,history_images_dim=16,time_load,2.1352498531341553
v1-2024-04-11-0,,v1-tables,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=1,num_history=10,history_floats=0,history_ints=0,history_strings=0,history_tables=20,history_images=0,history_images_dim=16,time_load,0.2613859176635742
v1-2024-04-11-0,,v1-images,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=10,num_history=50,history_floats=0,history_ints=0,history_strings=0,history_tables=0,history_images=10,history_images_dim=16,time_load,2.065932035446167
v1-2024-04-11-0,,v1-empty,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=1,num_history=1,history_floats=0,history_ints=0,history_strings=0,history_tables=0,history_images=0,history_images_dim=16,time_load,0.30025720596313477
v1-2024-04-11-0,,v1-scalars,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=10,num_history=100,history_floats=100,history_ints=0,history_strings=0,history_tables=0,history_images=0,history_images_dim=16,time_load,2.0667221546173096
v1-2024-04-11-0,,v1-tables,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=1,num_history=10,history_floats=0,history_ints=0,history_strings=0,history_tables=20,history_images=0,history_images_dim=16,time_load,0.25899696350097656
v1-2024-04-11-0,,v1-images,mode=offline,1.10.4,,,,num_sequential=1,num_parallel=10,num_history=50,history_floats=0,history_ints=0,history_strings=0,history_tables=0,history_images=10,history_images_dim=16,time_load,1.9650259017944336
